,predus_Recall,predus_Precsion,predus_AUC,ispred_Recall,ispred_Precsion,dockpred_Recall,dockpred_Precsion,rfscore_Recall,rfscore_Precsion,logreg_Recall,logreg_Precsion
,ispred_Recall,ispred_Precsion,ispred_AUC,,,,,,,,
,dockpred_Recall,dockpred_Precsion,dockpred_AUC,,,,,,,,
,rfscore_Recall,rfscore_Precsion,rfscore_AUC,,,,,,,,
,logreg_Recall,logreg_Precsion,logreg_AUC,,,,,,,,
0,1.0,0.05915178571428571,,1.0,0.05915178571428571,1.0,0.05915178571428571,1.0,0.05915178571428571,1.0,0.05915178571428571
1,0.7358490566037735,0.2484076433121019,,0.8679245283018868,0.08761904761904762,1.0,0.11674008810572688,0.8301886792452831,0.24719101123595505,0.9622641509433962,0.17346938775510204
2,0.7358490566037735,0.2532467532467532,,0.8490566037735849,0.11221945137157108,1.0,0.1402116402116402,0.8113207547169812,0.2529411764705882,0.9056603773584906,0.22748815165876776
3,0.7358490566037735,0.2708333333333333,,0.8490566037735849,0.12893982808022922,1.0,0.16109422492401215,0.7924528301886793,0.25925925925925924,0.8679245283018868,0.24731182795698925
4,0.6981132075471698,0.2846153846153846,,0.8490566037735849,0.14240506329113925,1.0,0.17725752508361203,0.7358490566037735,0.2549019607843137,0.8679245283018868,0.2839506172839506
5,0.6792452830188679,0.3,,0.8490566037735849,0.15570934256055363,1.0,0.19557195571955718,0.7358490566037735,0.2635135135135135,0.8679245283018868,0.304635761589404
6,0.6226415094339622,0.3142857142857143,,0.8490566037735849,0.16853932584269662,1.0,0.20948616600790515,0.7358490566037735,0.2689655172413793,0.8113207547169812,0.3049645390070922
7,0.6226415094339622,0.3142857142857143,,0.8490566037735849,0.18,0.9811320754716981,0.2175732217573222,0.7358490566037735,0.2846715328467153,0.8113207547169812,0.3208955223880597
8,0.5849056603773585,0.31958762886597936,,0.8490566037735849,0.1875,0.9811320754716981,0.22608695652173913,0.7358490566037735,0.2932330827067669,0.8113207547169812,0.3412698412698413
9,0.5849056603773585,0.36904761904761907,,0.8490566037735849,0.19911504424778761,0.9811320754716981,0.23318385650224216,0.7358490566037735,0.29545454545454547,0.7924528301886793,0.35
10,0.5849056603773585,0.3780487804878049,,0.8490566037735849,0.20642201834862386,0.9811320754716981,0.24528301886792453,0.7358490566037735,0.29770992366412213,0.7735849056603774,0.36607142857142855
11,0.5849056603773585,0.3875,,0.8490566037735849,0.21428571428571427,0.9811320754716981,0.2639593908629442,0.7358490566037735,0.3023255813953488,0.7547169811320755,0.3669724770642202
12,0.5660377358490566,0.40540540540540543,,0.8490566037735849,0.22277227722772278,0.9433962264150944,0.26881720430107525,0.7358490566037735,0.30952380952380953,0.7358490566037735,0.375
13,0.5471698113207547,0.42028985507246375,,0.8490566037735849,0.22613065326633167,0.9056603773584906,0.26666666666666666,0.7358490566037735,0.319672131147541,0.7358490566037735,0.38613861386138615
14,0.5471698113207547,0.4264705882352941,,0.8301886792452831,0.23157894736842105,0.8867924528301887,0.27976190476190477,0.7169811320754716,0.31666666666666665,0.7358490566037735,0.3939393939393939
15,0.5094339622641509,0.4153846153846154,,0.8301886792452831,0.2391304347826087,0.8490566037735849,0.2795031055900621,0.7169811320754716,0.31932773109243695,0.7358490566037735,0.4105263157894737
16,0.5094339622641509,0.4153846153846154,,0.8301886792452831,0.24858757062146894,0.8490566037735849,0.2830188679245283,0.7169811320754716,0.3275862068965517,0.7358490566037735,0.41935483870967744
17,0.4716981132075472,0.4098360655737705,,0.8301886792452831,0.2543352601156069,0.8490566037735849,0.28846153846153844,0.7169811320754716,0.3333333333333333,0.7358490566037735,0.42857142857142855
18,0.4528301886792453,0.4067796610169492,,0.8113207547169812,0.25903614457831325,0.8113207547169812,0.2925170068027211,0.7169811320754716,0.336283185840708,0.7169811320754716,0.4318181818181818
19,0.39622641509433965,0.4117647058823529,,0.8113207547169812,0.2606060606060606,0.7735849056603774,0.2907801418439716,0.6981132075471698,0.3425925925925926,0.7169811320754716,0.4418604651162791
20,0.39622641509433965,0.4375,,0.7735849056603774,0.25625,0.7547169811320755,0.29850746268656714,0.6981132075471698,0.3523809523809524,0.7169811320754716,0.4418604651162791
21,0.39622641509433965,0.4883720930232558,,0.7735849056603774,0.2578616352201258,0.7547169811320755,0.3053435114503817,0.6981132075471698,0.3523809523809524,0.6981132075471698,0.4457831325301205
22,0.39622641509433965,0.4883720930232558,,0.7735849056603774,0.2662337662337662,0.7358490566037735,0.312,0.6981132075471698,0.3523809523809524,0.6981132075471698,0.4457831325301205
23,0.37735849056603776,0.4878048780487805,,0.7735849056603774,0.271523178807947,0.7358490566037735,0.3170731707317073,0.6981132075471698,0.3557692307692308,0.660377358490566,0.44871794871794873
24,0.3584905660377358,0.475,,0.7735849056603774,0.271523178807947,0.7169811320754716,0.31666666666666665,0.6981132075471698,0.3627450980392157,0.660377358490566,0.4605263157894737
25,0.33962264150943394,0.47368421052631576,,0.7547169811320755,0.272108843537415,0.6981132075471698,0.31896551724137934,0.6792452830188679,0.3564356435643564,0.660377358490566,0.4794520547945205
26,0.32075471698113206,0.4722222222222222,,0.7358490566037735,0.2727272727272727,0.6981132075471698,0.3394495412844037,0.6792452830188679,0.3564356435643564,0.6415094339622641,0.4857142857142857
27,0.32075471698113206,0.4722222222222222,,0.7169811320754716,0.2714285714285714,0.660377358490566,0.33980582524271846,0.6792452830188679,0.36,0.6415094339622641,0.5
28,0.32075471698113206,0.5151515151515151,,0.7169811320754716,0.2753623188405797,0.660377358490566,0.3465346534653465,0.6792452830188679,0.3711340206185567,0.6415094339622641,0.5230769230769231
29,0.3018867924528302,0.5,,0.7169811320754716,0.2773722627737226,0.6415094339622641,0.35051546391752575,0.660377358490566,0.3804347826086957,0.6415094339622641,0.5483870967741935
30,0.3018867924528302,0.5333333333333333,,0.7169811320754716,0.27941176470588236,0.6415094339622641,0.35051546391752575,0.660377358490566,0.38461538461538464,0.6415094339622641,0.5666666666666667
31,0.3018867924528302,0.6153846153846154,,0.7169811320754716,0.2814814814814815,0.6226415094339622,0.3473684210526316,0.6037735849056604,0.38095238095238093,0.6415094339622641,0.5862068965517241
32,0.3018867924528302,0.6153846153846154,,0.7169811320754716,0.2900763358778626,0.6037735849056604,0.3404255319148936,0.6037735849056604,0.4,0.6415094339622641,0.6071428571428571
33,0.3018867924528302,0.6666666666666666,,0.7169811320754716,0.296875,0.5849056603773585,0.33695652173913043,0.5849056603773585,0.3974358974358974,0.6415094339622641,0.6071428571428571
34,0.3018867924528302,0.6666666666666666,,0.7169811320754716,0.304,0.5849056603773585,0.3563218390804598,0.5849056603773585,0.40789473684210525,0.6226415094339622,0.6
35,0.3018867924528302,0.6666666666666666,,0.7169811320754716,0.3064516129032258,0.5849056603773585,0.3563218390804598,0.5849056603773585,0.41333333333333333,0.6226415094339622,0.6
36,0.2830188679245283,0.6521739130434783,,0.6981132075471698,0.30578512396694213,0.5849056603773585,0.37349397590361444,0.5660377358490566,0.4166666666666667,0.6037735849056604,0.5925925925925926
37,0.2830188679245283,0.6521739130434783,,0.6981132075471698,0.30833333333333335,0.5849056603773585,0.3875,0.5471698113207547,0.4264705882352941,0.6037735849056604,0.6037735849056604
38,0.2830188679245283,0.6818181818181818,,0.6981132075471698,0.3135593220338983,0.5849056603773585,0.4025974025974026,0.5094339622641509,0.421875,0.6037735849056604,0.6037735849056604
39,0.2830188679245283,0.6818181818181818,,0.6981132075471698,0.3162393162393162,0.5849056603773585,0.4189189189189189,0.5094339622641509,0.421875,0.6037735849056604,0.6037735849056604
40,0.2830188679245283,0.6818181818181818,,0.6981132075471698,0.3217391304347826,0.5849056603773585,0.4305555555555556,0.5094339622641509,0.421875,0.6037735849056604,0.6037735849056604
41,0.2830188679245283,0.6818181818181818,,0.6981132075471698,0.3274336283185841,0.5849056603773585,0.4492753623188406,0.5094339622641509,0.421875,0.5849056603773585,0.5961538461538461
42,0.2830188679245283,0.6818181818181818,,0.6981132075471698,0.3333333333333333,0.5849056603773585,0.4492753623188406,0.5094339622641509,0.421875,0.5471698113207547,0.5918367346938775
43,0.2641509433962264,0.7,,0.6981132075471698,0.34579439252336447,0.5849056603773585,0.47692307692307695,0.5094339622641509,0.4426229508196721,0.5283018867924528,0.5833333333333334
44,0.24528301886792453,0.7647058823529411,,0.6981132075471698,0.3557692307692308,0.5660377358490566,0.47619047619047616,0.49056603773584906,0.43333333333333335,0.5283018867924528,0.5957446808510638
45,0.24528301886792453,0.7647058823529411,,0.6981132075471698,0.3557692307692308,0.5471698113207547,0.48333333333333334,0.49056603773584906,0.4406779661016949,0.5094339622641509,0.5869565217391305
46,0.22641509433962265,0.75,,0.6981132075471698,0.3557692307692308,0.5283018867924528,0.49122807017543857,0.4716981132075472,0.43859649122807015,0.49056603773584906,0.5909090909090909
47,0.22641509433962265,0.75,,0.6792452830188679,0.3673469387755102,0.5094339622641509,0.48214285714285715,0.4716981132075472,0.43859649122807015,0.4716981132075472,0.5952380952380952
48,0.22641509433962265,0.75,,0.6792452830188679,0.37894736842105264,0.49056603773584906,0.48148148148148145,0.4716981132075472,0.44642857142857145,0.4716981132075472,0.5952380952380952
49,0.22641509433962265,0.75,,0.6792452830188679,0.3870967741935484,0.49056603773584906,0.49056603773584906,0.4716981132075472,0.44642857142857145,0.4716981132075472,0.5952380952380952
50,0.20754716981132076,0.7333333333333333,,0.660377358490566,0.38461538461538464,0.4716981132075472,0.5,0.4528301886792453,0.4444444444444444,0.4528301886792453,0.5853658536585366
51,0.20754716981132076,0.7333333333333333,,0.6415094339622641,0.38202247191011235,0.4528301886792453,0.4897959183673469,0.4528301886792453,0.4444444444444444,0.4528301886792453,0.5853658536585366
52,0.20754716981132076,0.7333333333333333,,0.6415094339622641,0.38202247191011235,0.4528301886792453,0.5106382978723404,0.41509433962264153,0.4230769230769231,0.4528301886792453,0.6153846153846154
53,0.20754716981132076,0.7333333333333333,,0.6415094339622641,0.4,0.4528301886792453,0.5217391304347826,0.39622641509433965,0.42,0.4528301886792453,0.6153846153846154
54,0.20754716981132076,0.7333333333333333,,0.6415094339622641,0.4146341463414634,0.4528301886792453,0.5454545454545454,0.39622641509433965,0.4375,0.4528301886792453,0.6153846153846154
55,0.20754716981132076,0.7333333333333333,,0.6226415094339622,0.4074074074074074,0.4528301886792453,0.5714285714285714,0.39622641509433965,0.4375,0.4528301886792453,0.6153846153846154
56,0.20754716981132076,0.7333333333333333,,0.6226415094339622,0.4125,0.4339622641509434,0.5609756097560976,0.39622641509433965,0.44680851063829785,0.4528301886792453,0.631578947368421
57,0.16981132075471697,0.75,,0.6037735849056604,0.42105263157894735,0.4339622641509434,0.5897435897435898,0.39622641509433965,0.4772727272727273,0.4528301886792453,0.631578947368421
58,0.16981132075471697,0.8181818181818182,,0.6037735849056604,0.42105263157894735,0.39622641509433965,0.5675675675675675,0.39622641509433965,0.4883720930232558,0.4528301886792453,0.6486486486486487
59,0.16981132075471697,0.8181818181818182,,0.6037735849056604,0.4266666666666667,0.37735849056603776,0.5555555555555556,0.39622641509433965,0.4883720930232558,0.41509433962264153,0.6470588235294118
60,0.16981132075471697,0.8181818181818182,,0.6037735849056604,0.4444444444444444,0.3584905660377358,0.5428571428571428,0.37735849056603776,0.47619047619047616,0.41509433962264153,0.6470588235294118
61,0.16981132075471697,0.8181818181818182,,0.6037735849056604,0.4507042253521127,0.3584905660377358,0.5588235294117647,0.37735849056603776,0.4878048780487805,0.41509433962264153,0.6470588235294118
62,0.16981132075471697,0.8181818181818182,,0.5849056603773585,0.4492753623188406,0.3584905660377358,0.6129032258064516,0.37735849056603776,0.4878048780487805,0.41509433962264153,0.6875
63,0.1509433962264151,0.8888888888888888,,0.5849056603773585,0.45588235294117646,0.33962264150943394,0.6206896551724138,0.37735849056603776,0.4878048780487805,0.39622641509433965,0.6774193548387096
64,0.1509433962264151,0.8888888888888888,,0.5849056603773585,0.4696969696969697,0.33962264150943394,0.6428571428571429,0.3584905660377358,0.5,0.3584905660377358,0.6785714285714286
65,0.1320754716981132,0.875,,0.5283018867924528,0.4444444444444444,0.33962264150943394,0.6923076923076923,0.33962264150943394,0.5142857142857142,0.3584905660377358,0.6785714285714286
66,0.1320754716981132,0.875,,0.5283018867924528,0.45901639344262296,0.32075471698113206,0.7391304347826086,0.33962264150943394,0.5142857142857142,0.3584905660377358,0.6785714285714286
67,0.1320754716981132,0.875,,0.5283018867924528,0.45901639344262296,0.32075471698113206,0.7391304347826086,0.33962264150943394,0.5294117647058824,0.3584905660377358,0.6785714285714286
68,0.1320754716981132,0.875,,0.5094339622641509,0.46551724137931033,0.3018867924528302,0.7272727272727273,0.32075471698113206,0.5151515151515151,0.3584905660377358,0.6785714285714286
69,0.1320754716981132,0.875,,0.49056603773584906,0.4642857142857143,0.2830188679245283,0.7142857142857143,0.32075471698113206,0.53125,0.33962264150943394,0.6923076923076923
70,0.1320754716981132,0.875,,0.49056603773584906,0.49056603773584906,0.2641509433962264,0.7368421052631579,0.32075471698113206,0.53125,0.33962264150943394,0.72
71,0.11320754716981132,0.8571428571428571,,0.49056603773584906,0.49056603773584906,0.2641509433962264,0.7368421052631579,0.3018867924528302,0.5161290322580645,0.33962264150943394,0.8181818181818182
72,0.11320754716981132,0.8571428571428571,,0.49056603773584906,0.5,0.24528301886792453,0.7222222222222222,0.3018867924528302,0.5161290322580645,0.33962264150943394,0.8181818181818182
73,0.11320754716981132,0.8571428571428571,,0.49056603773584906,0.5,0.24528301886792453,0.7222222222222222,0.3018867924528302,0.5161290322580645,0.33962264150943394,0.8181818181818182
74,0.11320754716981132,0.8571428571428571,,0.49056603773584906,0.5,0.24528301886792453,0.7222222222222222,0.3018867924528302,0.5333333333333333,0.33962264150943394,0.8181818181818182
75,0.11320754716981132,0.8571428571428571,,0.49056603773584906,0.5,0.24528301886792453,0.7647058823529411,0.3018867924528302,0.5333333333333333,0.33962264150943394,0.8571428571428571
76,0.11320754716981132,0.8571428571428571,,0.49056603773584906,0.5098039215686274,0.24528301886792453,0.7647058823529411,0.3018867924528302,0.5333333333333333,0.33962264150943394,0.9
