threshold,TPR,FPR
0.0,1.0,1.0
0.01,1.0,1.0
0.02,1.0,1.0
0.03,0.8461538461538461,0.38524750538055175
0.04,0.7615384615384615,0.2645274897280376
0.05,0.7564102564102564,0.2537663862257875
0.06,0.7564102564102564,0.2533750733711602
0.07,0.7564102564102564,0.2527881040892193
0.08,0.7487179487179487,0.2473097241244375
0.09,0.7487179487179487,0.24652709841518294
0.1,0.6897435897435897,0.1637644296615144
0.11,0.6384615384615384,0.14909019761299158
0.12,0.6256410256410256,0.14048131481119155
0.13,0.6153846153846154,0.1350029348464097
0.14,0.5897435897435898,0.119741733515946
0.15,0.5717948717948718,0.1050675014674232
0.16,0.5666666666666667,0.10174134220309138
0.17,0.5641025641025641,0.10174134220309138
0.18,0.558974358974359,0.09743690080219135
0.19,0.5538461538461539,0.09665427509293681
0.2,0.5512820512820513,0.09665427509293681
0.21,0.5461538461538461,0.08863236157307768
0.22,0.5282051282051282,0.07591469379769125
0.23,0.48205128205128206,0.0567403639209548
0.24,0.4564102564102564,0.051653296810800234
0.25,0.37435897435897436,0.03893562903541381
0.26,0.3384615384615385,0.03639209548033653
0.27,0.3333333333333333,0.03423987477988652
0.28,0.33076923076923076,0.03345724907063197
0.29,0.32564102564102565,0.03345724907063197
0.3,0.32564102564102565,0.03247896693406378
0.31,0.30512820512820515,0.02973977695167286
0.32,0.3,0.029544120524359226
0.33,0.24871794871794872,0.02210917628644101
0.34,0.24871794871794872,0.021717863431813735
0.35,0.24102564102564103,0.021522207004500096
0.36,0.2230769230769231,0.019761299158677362
0.37,0.1794871794871795,0.015456857757777344
0.38,0.1794871794871795,0.015456857757777344
0.39,0.1794871794871795,0.015065544903150069
0.4,0.1717948717948718,0.013108980630013697
0.41,0.1641025641025641,0.011739385638818236
0.42,0.15128205128205127,0.010761103502250048
0.43,0.11538461538461539,0.006847974955977304
0.44,0.09743589743589744,0.005282723537468206
0.45,0.09743589743589744,0.005282723537468206
0.46,0.0,0.0
0.47,0.0,0.0
0.48,0.0,0.0
0.49,0.0,0.0
0.5,0.0,0.0
0.51,0.0,0.0
0.52,0.0,0.0
0.53,0.0,0.0
0.54,0.0,0.0
0.55,0.0,0.0
0.56,0.0,0.0
0.57,0.0,0.0
0.58,0.0,0.0
0.59,0.0,0.0
0.6,0.0,0.0
0.61,0.0,0.0
0.62,0.0,0.0
0.63,0.0,0.0
0.64,0.0,0.0
0.65,0.0,0.0
0.66,0.0,0.0
0.67,0.0,0.0
0.68,0.0,0.0
0.69,0.0,0.0
0.7,0.0,0.0
0.71,0.0,0.0
0.72,0.0,0.0
0.73,0.0,0.0
0.74,0.0,0.0
0.75,0.0,0.0
0.76,0.0,0.0
0.77,0.0,0.0
0.78,0.0,0.0
0.79,0.0,0.0
0.8,0.0,0.0
0.81,0.0,0.0
0.82,0.0,0.0
0.83,0.0,0.0
0.84,0.0,0.0
0.85,0.0,0.0
0.86,0.0,0.0
0.87,0.0,0.0
0.88,0.0,0.0
0.89,0.0,0.0
0.9,0.0,0.0
0.91,0.0,0.0
0.92,0.0,0.0
0.93,0.0,0.0
0.94,0.0,0.0
0.95,0.0,0.0
0.96,0.0,0.0
0.97,0.0,0.0
0.98,0.0,0.0
0.99,0.0,0.0
1.0,0.0,0.0
1.01,0.0,0.0
