threshold,TPR,FPR
0.0,1.0,1.0
0.01,1.0,1.0
0.02,1.0,1.0
0.03,0.831353919239905,0.30685078909612623
0.04,0.7434679334916865,0.22399569583931134
0.05,0.7363420427553444,0.21449067431850788
0.06,0.7292161520190024,0.21180057388809181
0.07,0.7292161520190024,0.21126255380200862
0.08,0.7173396674584323,0.20552367288378767
0.09,0.7125890736342043,0.20426829268292682
0.1,0.7125890736342043,0.2033715925394548
0.11,0.6389548693586699,0.13916786226685796
0.12,0.6389548693586699,0.13880918220946914
0.13,0.6009501187648456,0.11459827833572453
0.14,0.5653206650831354,0.10329985652797705
0.15,0.5439429928741093,0.101506456241033
0.16,0.5368171021377672,0.09917503586800575
0.17,0.5344418052256532,0.09827833572453372
0.18,0.5249406175771971,0.09576757532281205
0.19,0.5154394299287411,0.0898493543758967
0.2,0.5154394299287411,0.08841463414634146
0.21,0.5083135391923991,0.08751793400286945
0.22,0.47268408551068886,0.07962697274031563
0.23,0.42280285035629456,0.0663558106169297
0.24,0.3824228028503563,0.05290530846484935
0.25,0.3657957244655582,0.050573888091822096
0.26,0.3515439429928741,0.04806312769010043
0.27,0.3515439429928741,0.047525107604017215
0.28,0.342042755344418,0.04626972740315639
0.29,0.33966745843230406,0.04555236728837877
0.3,0.33966745843230406,0.04537302725968436
0.31,0.3254156769596199,0.04214490674318508
0.32,0.3254156769596199,0.03945480631276901
0.33,0.2992874109263658,0.03802008608321377
0.34,0.2826603325415677,0.032101865136298424
0.35,0.25415676959619954,0.02690100430416069
0.36,0.2327790973871734,0.025286944045911048
0.37,0.21852731591448932,0.023314203730272598
0.38,0.16152019002375298,0.018292682926829267
0.39,0.15676959619952494,0.018113342898134863
0.4,0.15676959619952494,0.017395982783357244
0.41,0.15201900237529692,0.017037302725968435
0.42,0.15201900237529692,0.017037302725968435
0.43,0.14489311163895488,0.01524390243902439
0.44,0.1021377672209026,0.009863701578192252
0.45,0.1021377672209026,0.009863701578192252
0.46,0.0997624703087886,0.009863701578192252
0.47,0.0,0.0
0.48,0.0,0.0
0.49,0.0,0.0
0.5,0.0,0.0
0.51,0.0,0.0
0.52,0.0,0.0
0.53,0.0,0.0
0.54,0.0,0.0
0.55,0.0,0.0
0.56,0.0,0.0
0.57,0.0,0.0
0.58,0.0,0.0
0.59,0.0,0.0
0.6,0.0,0.0
0.61,0.0,0.0
0.62,0.0,0.0
0.63,0.0,0.0
0.64,0.0,0.0
0.65,0.0,0.0
0.66,0.0,0.0
0.67,0.0,0.0
0.68,0.0,0.0
0.69,0.0,0.0
0.7,0.0,0.0
0.71,0.0,0.0
0.72,0.0,0.0
0.73,0.0,0.0
0.74,0.0,0.0
0.75,0.0,0.0
0.76,0.0,0.0
0.77,0.0,0.0
0.78,0.0,0.0
0.79,0.0,0.0
0.8,0.0,0.0
0.81,0.0,0.0
0.82,0.0,0.0
0.83,0.0,0.0
0.84,0.0,0.0
0.85,0.0,0.0
0.86,0.0,0.0
0.87,0.0,0.0
0.88,0.0,0.0
0.89,0.0,0.0
0.9,0.0,0.0
0.91,0.0,0.0
0.92,0.0,0.0
0.93,0.0,0.0
0.94,0.0,0.0
0.95,0.0,0.0
0.96,0.0,0.0
0.97,0.0,0.0
0.98,0.0,0.0
0.99,0.0,0.0
1.0,0.0,0.0
1.01,0.0,0.0
