0.225	A	1
0.035	A	2
0.075	A	3
0.03	A	4
0.06	A	5
0.05	A	6
0.065	A	7
0.075	A	8
0.085	A	9
0.06	A	10
0.055	A	11
0.04	A	12
0.015	A	13
0.045	A	14
0.03	A	15
0.02	A	16
0.04	A	17
0.07	A	18
0.06	A	19
0.05	A	20
0	A	21
0.04	A	22
0	A	23
0.03	A	24
0.01	A	25
0.03	A	26
0.125	A	27
0.095	A	28
0	A	29
0.145	A	30
0.325	A	31
0.565	A	32
0	A	33
0	A	34
0	A	35
0.01	A	36
0.01	A	37
0.045	A	38
0.04	A	39
0.07	A	40
0.185	A	41
0.07	A	42
0.05	A	43
0.125	A	44
0.09	A	45
0.165	A	46
0.005	A	47
0.02	A	48
0.33	A	49
0.535	A	50
0.045	A	51
0.065	A	52
0.285	A	53
0.12	A	54
0.125	A	55
0.21	A	56
0.075	A	57
0.07	A	58
0.03	A	59
0.085	A	60
0.055	A	61
0.005	A	62
0.075	A	63
0.035	A	64
0.06	A	65
0.055	A	66
0.075	A	67
0.015	A	68
0.035	A	69
0.04	A	70
0.005	A	71
0.04	A	72
0	A	73
0.08	A	74
0	A	75
0.09	A	76
0.08	A	77
0.005	A	78
0.025	A	79
0.035	A	80
0.025	A	81
0	A	82
0.01	A	83
0.025	A	84
0.095	A	85
0	A	86
0.02	A	87
0	A	88
0	A	89
0.01	A	90
0.445	A	91
0.655	A	92
0.385	A	93
0.615	A	94
0.245	A	95
0.415	A	96
0.035	A	97
0.04	A	98
0.095	A	99
0.145	A	100
0.07	A	101
0	A	102
0.06	A	103
0	A	104
0.01	A	105
0.03	A	106
0.04	A	107
0.04	A	108
0.13	A	109
0.05	A	110
0.03	A	111
0.05	A	112
0.04	A	113
0.085	A	114
0.03	A	115
0.04	A	116
0.06	A	117
0.015	A	118
0.085	A	119
0.035	A	120
0.02	A	121
0.045	A	122
0.065	A	123
0.005	A	124
0.02	A	125
0.03	A	126
0.05	A	127
0.02	A	128
0.02	A	129
0.01	A	130
0	A	131
0	A	132
0	A	133
0	A	134
0	A	135
0	A	136
0.065	A	137
0.105	A	138
0	A	139
0.015	A	140
0.015	A	141
0.09	A	142
0.05	A	143
0.05	A	144
0.075	A	145
0.015	A	146
0.035	A	147
0	A	148
0.055	A	149
0.03	A	150
0.035	A	151
0.05	A	152
0.03	A	153
0.1	A	154
0.05	A	155
0.09	A	156
0.065	A	157
0.035	A	158
0.09	A	159
0.13	A	160
0.2	A	161
0.165	A	162
0.14	A	163
0.1	A	164
0.08	A	165
0.03	A	166
0.05	A	167
0.06	A	168
0.1	A	169
0.035	A	170
0	A	171
0.02	A	172
0.01	A	173
0.005	A	174
0	A	175
0.02	A	176
0	A	177
0.04	A	178
0	A	179
0.025	A	180
0.03	A	181
0.035	A	182
0.065	A	183
0.025	A	184
0.07	A	185
0.01	A	186
0.115	A	187
0.045	A	188
0.025	A	189
0.07	A	190
0.04	A	191
0	A	192
0.015	A	193
0	A	194
0.01	A	195
0	A	196
0.015	A	197
0.01	A	198
0.045	A	199
0.05	A	200
0.06	A	201
0.065	A	202
0.115	A	203
0.04	A	204
0.045	A	205
0.04	A	206
0.11	A	207
0.045	A	208
0.125	A	209
0.135	A	210
0.14	A	211
0.1	A	212
0.215	A	213
0.34	A	214
0.2	A	215
0.225	A	216
0.08	A	217
0.05	A	218
0.03	A	219
0.03	A	220
0.06	A	221
0.03	A	222
0.075	A	223
0.055	A	224
0.02	A	225
0.06	A	226
0.085	A	227
0.045	A	228
0.035	A	229
0.115	A	230
0.035	A	231
0.01	A	232
0.06	A	233
0	A	234
0.04	A	235
0	A	236
0.03	A	237
0	A	238
0.08	A	239
0.12	A	240
0.18	A	241
0.28	A	242
0.17	A	243
0.51	A	244
0.66	A	245
0.665	A	246
0.78	A	247
0	A	248
0.305	A	249
0	A	250
0.015	A	251
0.01	A	252
0.12	A	253
0.09	A	254
0.185	A	255
0.26	A	256
0.14	A	257
0.12	A	258
0.03	A	259
0.095	A	260
0.01	A	261
0	A	262
0	A	263
0.725	A	264
0.13	A	265
0.485	A	266
0.105	A	267
0.35	A	268
0.5	A	269
0.415	A	270
0.635	A	271
0.385	A	272
0.61	A	273
0.175	A	274
0.045	A	275
0.125	A	276
0.03	A	277
0.025	A	278
0.23	A	279
0.095	A	280
0.02	A	281
0.01	A	282
0.11	A	283
0.105	A	284
0.18	A	285
0.12	A	286
0.135	A	287
0.225	A	288
0.095	A	289
0.07	A	290
0.17	A	291
0.03	A	292
0	A	293
0.035	A	294
0.005	A	295
0.135	A	296
0	A	297
0.05	A	298
0.075	A	299
0	A	300
0.025	A	301
0.045	A	302
0.05	A	303
0.005	A	304
0.03	A	305
0.015	A	306
0.075	A	307
0	A	308
0.01	A	309
0	A	310
0	A	311
0.3	A	312
0.61	A	313
0.475	A	314
0.25	A	315
0.17	A	316
0.025	A	317
0.305	A	318
0.375	A	319
0.105	A	320
0.05	A	321
0.08	A	322
0.07	A	323
0.01	A	324
0.055	A	325
0.005	A	326
0.06	A	327
0.02	A	328
0.045	A	329
0.07	A	330
0.03	A	331
0.015	A	332
0.045	A	333
0.035	A	334
0.015	A	335
0.035	A	336
0.035	A	337
0.025	A	338
0.015	A	339
0.02	A	340
0	A	341
0.015	A	342
0.025	A	343
0.145	A	344
0.16	A	345
0.06	A	346
0.06	A	347
0.105	A	348
0.16	A	349
0.165	A	350
0.14	A	351
0.07	A	352
0.025	A	353
0.02	A	354
0	A	355
0	A	356
0	A	357
0.005	A	358
0	A	359
0.095	A	360
0.04	A	361
0	A	362
0.025	A	363
0.04	A	364
0.12	A	365
0.105	A	366
0.03	A	367
0.035	A	368
0.085	A	369
0.03	A	370
0.015	A	371
0.045	A	372
0.045	A	373
0.06	A	374
0.085	A	375
0.1	A	376
0.075	A	377
0.085	A	378
0.045	A	379
0.05	A	380
0.045	A	381
