332, 0.98
256, 0.97
318, 0.97
326, 0.97
330, 0.97
258, 0.96
319, 0.96
328, 0.96
395, 0.96
396, 0.96
321, 0.95
271, 0.94
274, 0.94
316, 0.93
334, 0.93
329, 0.9
2, 0.87
259, 0.87
1, 0.84
273, 0.84
275, 0.84
317, 0.82
394, 0.82
365, 0.76
314, 0.75
313, 0.73
272, 0.71
315, 0.71
391, 0.71
392, 0.62
16, 0.61
174, 0.61
240, 0.6
436, 0.59
310, 0.54
25, 0.42
211, 0.41
366, 0.4
143, 0.37
331, 0.35
210, 0.34
216, 0.34
150, 0.32
90, 0.31
286, 0.29
132, 0.28
284, 0.28
345, 0.28
130, 0.27
219, 0.27
346, 0.27
311, 0.26
214, 0.25
435, 0.24
87, 0.24
93, 0.24
235, 0.23
438, 0.22
3, 0.2
170, 0.19
169, 0.18
308, 0.18
133, 0.17
377, 0.17
86, 0.17
15, 0.16
142, 0.15
151, 0.15
175, 0.15
217, 0.15
439, 0.15
281, 0.14
368, 0.14
404, 0.14
131, 0.13
180, 0.13
237, 0.13
65, 0.13
156, 0.12
166, 0.12
173, 0.12
208, 0.12
358, 0.12
398, 0.12
5, 0.12
183, 0.11
299, 0.11
389, 0.11
74, 0.11
188, 0.1
190, 0.1
238, 0.1
283, 0.1
302, 0.1
306, 0.1
38, 0.1
67, 0.1
125, 0.09
171, 0.09
189, 0.09
36, 0.09
364, 0.09
369, 0.09
4, 0.09
64, 0.09
89, 0.09
101, 0.08
103, 0.08
104, 0.08
153, 0.08
287, 0.08
388, 0.08
406, 0.08
118, 0.07
154, 0.07
18, 0.07
184, 0.07
239, 0.07
383, 0.07
59, 0.07
28, 0.06
298, 0.06
37, 0.06
385, 0.06
427, 0.06
434, 0.06
60, 0.06
61, 0.06
91, 0.06
127, 0.05
129, 0.05
136, 0.05
155, 0.05
27, 0.05
307, 0.05
39, 0.05
414, 0.05
428, 0.05
433, 0.05
62, 0.05
124, 0.04
207, 0.04
294, 0.04
300, 0.04
301, 0.04
33, 0.04
34, 0.04
360, 0.04
363, 0.04
49, 0.04
68, 0.04
73, 0.04
102, 0.03
111, 0.03
13, 0.03
137, 0.03
140, 0.03
185, 0.03
19, 0.03
191, 0.03
203, 0.03
204, 0.03
205, 0.03
288, 0.03
291, 0.03
303, 0.03
361, 0.03
362, 0.03
415, 0.03
425, 0.03
431, 0.03
441, 0.03
46, 0.03
47, 0.03
54, 0.03
92, 0.03
112, 0.02
122, 0.02
123, 0.02
193, 0.02
24, 0.02
289, 0.02
293, 0.02
305, 0.02
417, 0.02
426, 0.02
432, 0.02
443, 0.02
56, 0.02
57, 0.02
6, 0.02
7, 0.02
72, 0.02
10, 0.01
11, 0.01
20, 0.01
21, 0.01
22, 0.01
292, 0.01
448, 0.01
450, 0.01
58, 0.01
70, 0.01
71, 0.01
8, 0.01
100, 0.00
113, 0.00
114, 0.00
115, 0.00
116, 0.00
117, 0.00
119, 0.00
12, 0.00
120, 0.00
121, 0.00
126, 0.00
128, 0.00
134, 0.00
135, 0.00
138, 0.00
139, 0.00
14, 0.00
141, 0.00
144, 0.00
145, 0.00
146, 0.00
147, 0.00
148, 0.00
149, 0.00
152, 0.00
157, 0.00
158, 0.00
159, 0.00
160, 0.00
161, 0.00
162, 0.00
163, 0.00
164, 0.00
165, 0.00
167, 0.00
168, 0.00
17, 0.00
172, 0.00
176, 0.00
177, 0.00
178, 0.00
179, 0.00
181, 0.00
182, 0.00
186, 0.00
187, 0.00
192, 0.00
194, 0.00
195, 0.00
196, 0.00
197, 0.00
198, 0.00
199, 0.00
200, 0.00
201, 0.00
202, 0.00
206, 0.00
209, 0.00
212, 0.00
213, 0.00
215, 0.00
218, 0.00
220, 0.00
221, 0.00
222, 0.00
223, 0.00
224, 0.00
225, 0.00
226, 0.00
227, 0.00
228, 0.00
229, 0.00
23, 0.00
230, 0.00
231, 0.00
232, 0.00
233, 0.00
234, 0.00
236, 0.00
241, 0.00
242, 0.00
243, 0.00
244, 0.00
245, 0.00
246, 0.00
247, 0.00
248, 0.00
249, 0.00
250, 0.00
251, 0.00
252, 0.00
253, 0.00
254, 0.00
255, 0.00
257, 0.00
26, 0.00
260, 0.00
261, 0.00
262, 0.00
263, 0.00
264, 0.00
265, 0.00
266, 0.00
267, 0.00
268, 0.00
269, 0.00
270, 0.00
276, 0.00
277, 0.00
278, 0.00
279, 0.00
280, 0.00
282, 0.00
285, 0.00
29, 0.00
290, 0.00
295, 0.00
296, 0.00
297, 0.00
30, 0.00
304, 0.00
309, 0.00
31, 0.00
312, 0.00
32, 0.00
320, 0.00
322, 0.00
323, 0.00
324, 0.00
325, 0.00
327, 0.00
333, 0.00
347, 0.00
348, 0.00
349, 0.00
35, 0.00
350, 0.00
351, 0.00
352, 0.00
353, 0.00
354, 0.00
355, 0.00
356, 0.00
357, 0.00
359, 0.00
367, 0.00
370, 0.00
371, 0.00
372, 0.00
373, 0.00
374, 0.00
375, 0.00
376, 0.00
378, 0.00
379, 0.00
380, 0.00
381, 0.00
382, 0.00
384, 0.00
386, 0.00
387, 0.00
390, 0.00
393, 0.00
397, 0.00
399, 0.00
40, 0.00
400, 0.00
401, 0.00
402, 0.00
403, 0.00
405, 0.00
407, 0.00
408, 0.00
409, 0.00
41, 0.00
410, 0.00
411, 0.00
412, 0.00
413, 0.00
416, 0.00
418, 0.00
419, 0.00
42, 0.00
