predicted,actual
0.02386201469930728,0.0
0.028199677563118444,0.0
0.06396082383719379,0.0
0.02386201469930728,0.0
0.02529552808749664,0.0
0.1597796868960744,0.0
0.17240958317502192,1.0
0.024366909703918964,0.0
0.02408246807774654,0.0
0.02386201469930728,0.0
0.3948756249832142,1.0
0.027328050487319802,0.0
0.056923201492783404,0.0
0.0307212352180252,0.0
0.026372055297444626,0.0
0.06465301901909029,0.0
0.02743761829085797,0.0
0.024664175436076553,0.0
0.3226568240694482,1.0
0.02398468153679056,0.0
0.04089080803495086,0.0
0.03716037888329529,1.0
0.02688558489410643,0.0
0.023989686796244518,0.0
0.024191455693664096,0.0
0.025184532097312397,0.0
0.02425715128023433,0.0
0.062302806986744154,0.0
0.04230804143553909,0.0
0.03764854875192174,0.0
0.026367404253281768,0.0
0.024444927539980125,0.0
0.02507342507021044,0.0
0.024581497725939542,0.0
0.02386450471587783,0.0
0.057739203623712314,0.0
0.023879806093954088,0.0
0.02388870664337584,0.0
0.15533684374577275,0.0
0.03942252244146063,0.0
0.25651265192420575,1.0
0.033801537225227135,0.0
0.02597659205518868,0.0
0.07709835008837639,1.0
0.024100419783095038,0.0
0.0691486641801326,0.0
0.02417559930706536,0.0
0.030163442385161828,0.0
0.02970901901113309,0.0
0.0267791710681845,0.0
0.27923840011896206,1.0
0.02390829924516906,0.0
0.13540597942864577,0.0
0.04318934411703138,0.0
0.024421424606064227,0.0
0.02411910340124823,0.0
0.06417586057494809,0.0
0.24133354864187623,0.0
0.02386201469930728,0.0
0.026248655292219276,0.0
0.023910793973253765,0.0
0.026862304542715227,0.0
0.026214107488518566,0.0
0.025474230910961917,0.0
0.09274270430632035,0.0
0.03669859508554404,0.0
0.03001777433980528,0.0
0.02547953890314543,0.0
0.04038809664119622,0.0
0.023887638406594823,0.0
0.02432120889557755,0.0
0.023922914836519243,0.0
0.027445252542354463,0.0
0.028160032045678723,0.0
0.026757318279591616,0.0
0.025313016017637607,0.0
0.023965385076336727,0.0
0.03204556696216773,0.0
0.027259764129722853,0.0
0.024439101494947907,0.0
0.18631053530716382,0.0
0.026630553608203454,0.0
0.05827928883755413,0.0
0.02386201469930728,0.0
0.026160030568756792,0.0
0.034495861159130496,0.0
0.02386201469930728,0.0
0.03576705186303905,0.0
0.0402899636723901,0.0
0.0434634085778058,0.0
0.025403271375700982,0.0
0.02386201469930728,0.0
0.02452773057691333,0.0
0.024917278906440916,0.0
0.02386201469930728,0.0
0.027478698099249865,0.0
0.03514536505471996,0.0
0.06362024413342125,0.0
0.02386379325670754,0.0
0.024074573459622425,0.0
0.4398892671397687,0.0
0.025503222400325463,0.0
0.7103387039955229,1.0
0.036101447161742226,0.0
0.02896336388022365,1.0
0.02591016438478402,0.0
0.2094148345864252,1.0
0.05711246422481693,0.0
0.023868773905459682,0.0
0.023871620445756244,0.0
0.4666312942423951,1.0
0.05353425519279702,0.0
0.024080673624668616,0.0
0.2079551872624973,0.0
0.04728266809044046,0.0
0.23489766141216906,0.0
0.02481893532080359,0.0
0.02386201469930728,0.0
0.5175252053668256,0.0
0.023987184039173964,0.0
0.18206681036123273,0.0
0.024956266462116863,0.0
0.08229574320124007,0.0
0.027600812790067458,0.0
0.023918992725013813,0.0
0.02594476115856358,0.0
0.02386201469930728,0.0
0.03534737463412075,0.0
0.027462730992320265,0.0
0.024649694307676575,0.0
0.3064460955457486,1.0
0.22681879651553566,0.0
0.023921845107531297,0.0
0.1438851044310715,0.0
0.024534308144692717,0.0
0.02386201469930728,0.0
0.023899391574590343,0.0
0.026098800576066096,0.0
0.026396376622336168,0.0
0.036713622636439194,0.0
0.02386521619574051,0.0
0.05676893730967746,0.0
0.19375273094751277,0.0
0.025114520027664997,0.0
0.1621048979355956,0.0
0.12330717486688178,0.0
0.023877314519894617,0.0
0.05193016724167424,0.0
0.023877670443518396,0.0
0.02386201469930728,0.0
0.06244859602289718,0.0
0.02386201469930728,0.0
0.023937539143538866,0.0
0.06903571134392389,0.0
0.23546441810834173,0.0
0.47706858479549047,0.0
0.20415395958849986,1.0
0.027779183113481015,0.0
0.02393611199806472,0.0
0.04184797869557888,0.0
0.030865192267860875,0.0
