,predus_FPR,predus_TPR,predus_AUC,ispred_FPR,ispred_TPR,ispred_AUC,dockpred_FPR,dockpred_TPR,dockpred_AUC,rfscore_FPR,rfscore_TPR,rfscore_AUC,logreg_FPR,logreg_TPR,logreg_AUC
,ispred_FPR,ispred_TPR,ispred_AUC,,,,,,,,,,,,
,dockpred_FPR,dockpred_TPR,dockpred_AUC,,,,,,,,,,,,
,rfscore_FPR,rfscore_TPR,rfscore_AUC,,,,,,,,,,,,
,logreg_FPR,logreg_TPR,logreg_AUC,,,,,,,,,,,,
0,1.0,1.0,0.693,1.0,1.0,0.81,1.0,1.0,0.801,1.0,1.0,0.872,1.0,1.0,0.855
1,0.1480901183208169,0.5023169601482854,0.693,0.5565220523349002,0.8804448563484708,0.81,0.5775028364579394,0.9151992585727525,0.801,0.6591928251121076,0.9738183503243745,0.872,1.0,1.0,0.855
2,0.1416788229149783,0.49721964782205746,0.693,0.4289985052316891,0.8507877664504171,0.81,0.48363859023538097,0.881371640407785,0.801,0.47731734111333224,0.9439295644114921,0.872,0.9675473193221316,0.9990732159406858,0.855
3,0.133700722171196,0.49304911955514363,0.693,0.3605633295513894,0.8188137164040779,0.81,0.4199038305689124,0.8521779425393883,0.801,0.3806976786068039,0.914967562557924,0.872,0.33684513840113817,0.8862372567191844,0.855
4,0.12266104777855819,0.48632993512511585,0.693,0.3202766221838025,0.7935588507877664,0.81,0.37158499468726924,0.82483781278962,0.801,0.3092009292776487,0.876274328081557,0.872,0.24101788319196066,0.8250695088044485,0.855
5,0.11668197453491094,0.48123262279888784,0.693,0.2930466259657464,0.7768767377201112,0.81,0.3352963423199525,0.7995829471733086,0.801,0.2566138995443658,0.8436051899907322,0.872,0.19680515785113548,0.7838276181649676,0.855
6,0.10713706845318494,0.47405004633920295,0.693,0.27287625839681595,0.7622798887859129,0.81,0.30392421704756245,0.7757182576459685,0.801,0.22057737677166064,0.8130213160333642,0.872,0.1689628469033083,0.7483781278962002,0.855
7,0.10189637473661461,0.4677942539388322,0.693,0.25690204765249336,0.7544022242817423,0.81,0.27795486880256454,0.7564874884151993,0.801,0.19192464926972463,0.7863762743280815,0.872,0.15070146055072306,0.7245134383688601,0.855
8,0.09573720892538765,0.456209453197405,0.693,0.2434671421110451,0.7444392956441149,0.81,0.25740630684171667,0.7344763670064874,0.801,0.1682064581194734,0.7569508804448564,0.872,0.1365641939957138,0.7008804448563485,0.855
9,0.08900174689790552,0.4462465245597776,0.693,0.2313108937994129,0.736793327154773,0.81,0.23808237434041096,0.7126969416126042,0.801,0.15543789507807013,0.7402687673772012,0.872,0.12543447331928612,0.6786376274328082,0.855
10,0.08633637689772543,0.4427710843373494,0.693,0.22153186737983324,0.731696014828545,0.81,0.2215498766365912,0.6941612604263206,0.801,0.14315558196913214,0.7256719184430028,0.872,0.1162317431159616,0.6631139944392956,0.855
11,0.0843193401408324,0.43628359592215016,0.693,0.21288742413600592,0.7215013901760889,0.81,0.20638608244637743,0.6744670991658943,0.801,0.1317737316980928,0.7103799814643188,0.872,0.1088659571019504,0.6499073215940686,0.855
12,0.07884452608640842,0.4256255792400371,0.693,0.2054496010949628,0.7150139017608897,0.81,0.19329335278333062,0.657321594068582,0.801,0.12375961244079457,0.6990268767377201,0.872,0.10168026365551894,0.6318350324374421,0.855
13,0.07293748986979308,0.4170528266913809,0.693,0.19896626866209233,0.709221501390176,0.81,0.1811731229852144,0.6408711770157554,0.801,0.11711419669710231,0.6858202038924931,0.872,0.09575521818214562,0.6183966635773864,0.855
14,0.06904749041007077,0.40593141797961074,0.693,0.19341941758063644,0.703660797034291,0.81,0.17058368001152593,0.621177015755329,0.801,0.11163938264267834,0.6735403151065802,0.872,0.09067660777639706,0.6070435588507878,0.855
15,0.06717452770724153,0.40013901760889714,0.693,0.18736830730995732,0.6974050046339203,0.81,0.16031840365948097,0.6061167747914736,0.801,0.10393142075026564,0.652224281742354,0.872,0.08559799737064851,0.592678405931418,0.855
16,0.06593188899094134,0.39457831325301207,0.693,0.18198353953932322,0.6927710843373494,0.81,0.15187206223999136,0.5912882298424467,0.801,0.09816845858771409,0.6355421686746988,0.872,0.0810416554108812,0.5743744207599629,0.855
17,0.06373475966646856,0.3862372567191844,0.693,0.177355160552524,0.6867469879518072,0.81,0.14367785041511336,0.5783132530120482,0.801,0.09177517243863345,0.6165430954587581,0.872,0.07625119311326022,0.5609360518999074,0.855
18,0.06069119527437103,0.3697868396663577,0.693,0.1728528463630306,0.6818813716404077,0.81,0.13633007365786015,0.5625579240037072,0.801,0.08498568264087741,0.5989341983317887,0.872,0.0712806382480595,0.5440222428174235,0.855
19,0.05759360311199957,0.35472659870250234,0.693,0.1691069209573721,0.677710843373494,0.81,0.13002683379256938,0.5484244670991659,0.801,0.08060943324868983,0.5813253012048193,0.872,0.06692239811262989,0.5231696014828545,0.855
20,0.05388369621985701,0.34291010194624655,0.693,0.16545104183550344,0.6723818350324374,0.81,0.12377762169755255,0.5301204819277109,0.801,0.07643128568083996,0.5651065801668211,0.872,0.06247411169341041,0.5064874884151993,0.855
21,0.05260503899004088,0.33804448563484707,0.693,0.1615250238622652,0.6672845227062094,0.81,0.11792461325121112,0.5143651529193698,0.801,0.07248725845084374,0.5498146431881371,0.872,0.05829596412556054,0.49096385542168675,0.855
22,0.04894915986817224,0.32854494902687675,0.693,0.15837340392961982,0.6612604263206673,0.81,0.11232373439948133,0.5,0.801,0.06866929601815333,0.536144578313253,0.872,0.05373962216579322,0.4721964782205746,0.855
23,0.04801267851675761,0.32391102873030586,0.693,0.15453743224017144,0.657321594068582,0.81,0.10672285554775154,0.48725671918443003,0.801,0.06528355574765429,0.5199258572752549,0.872,0.050011706016892685,0.45528266913809085,0.855
24,0.0475444378410503,0.3227525486561631,0.693,0.15147585859131593,0.6519925857275255,0.81,0.10193239325013057,0.47451343836886006,0.801,0.0610513804095305,0.5041705282669138,0.872,0.04653591946260378,0.4381371640407785,0.855
25,0.0455634195976732,0.3107043558850788,0.693,0.14845030345597637,0.647126969416126,0.81,0.0969978568984458,0.461306765523633,0.801,0.05660309399031102,0.4833178869323448,0.872,0.043258234732652584,0.41936978683966636,0.855
26,0.04414068831379329,0.301436515291937,0.693,0.1457669241990383,0.6434198331788693,0.81,0.09294577412790174,0.4474050046339203,0.801,0.05229888162515533,0.46455050973123263,0.872,0.040196661083797075,0.4040778498609824,0.855
27,0.04327624398941056,0.2942539388322521,0.693,0.1426873412934248,0.6385542168674698,0.81,0.08862355250598808,0.4318813716404078,0.801,0.04867902101680264,0.4474050046339203,0.872,0.03760332811064887,0.38832252085264135,0.855
28,0.04102508689466386,0.2824374420759963,0.693,0.14002197129324473,0.6360055607043559,0.81,0.08466151601923388,0.42168674698795183,0.801,0.045977632503106595,0.4376737720111214,0.872,0.035424208042934065,0.37720111214087115,0.855
29,0.03634268013759072,0.2567191844300278,0.693,0.13748266609037044,0.633920296570899,0.81,0.08096961838384929,0.41334569045412417,0.801,0.043168188448862714,0.42400370713623725,0.872,0.0336953193941686,0.36468952734012977,0.855
30,0.03547823581320799,0.25393883225208524,0.693,0.13501539791452807,0.6285912882298424,0.81,0.07752985034307634,0.4052363299351251,0.801,0.04068291101626236,0.4094068582020389,0.872,0.03198444000216111,0.3491658943466172,0.855
31,0.03425360635366578,0.2458294717330862,0.693,0.1328002593332973,0.6253475440222428,0.81,0.07427017486988312,0.3943466172381835,0.801,0.037999531759324294,0.3948100092678406,0.872,0.03041763466421741,0.335032437442076,0.855
32,0.033245087975219266,0.24073215940685821,0.693,0.1304230374412448,0.6221037998146431,0.81,0.07119059196426963,0.38067655236329934,0.801,0.03558629135375583,0.3825301204819277,0.872,0.028742773785725862,0.3229842446709917,0.855
33,0.031714301150791505,0.23679332715477294,0.693,0.12784771372485457,0.6193234476367007,0.81,0.06823707385596196,0.37187210379981467,0.801,0.03310101392115548,0.3695551436515292,0.872,0.027446107299151763,0.31163113994439295,0.855
34,0.03155221783996975,0.23517145505097312,0.693,0.12561456588686584,0.6167747914735866,0.81,0.0656257316260558,0.36051899907321594,0.801,0.031210041961568246,0.36051899907321594,0.872,0.02627550560988348,0.3009731232622799,0.855
35,0.030921893853440668,0.2314643188137164,0.693,0.12356151061645686,0.6132993512511585,0.81,0.06323050047724531,0.35032437442076,0.801,0.02922902371819115,0.3491658943466172,0.872,0.024996848380067355,0.29240037071362374,0.855
36,0.03018351432636375,0.22822057460611678,0.693,0.12161651088659571,0.6102873030583874,0.81,0.06027698236893764,0.3392029657089898,0.801,0.027662218380247447,0.34036144578313254,0.872,0.023862265204315017,0.2815106580166821,0.855
37,0.029463144056044808,0.22381835032437442,0.693,0.11963549264321861,0.6077386468952733,0.81,0.05788175122012715,0.3287766450417053,0.801,0.02638356115043132,0.33063021316033364,0.872,0.02267365425828876,0.27455977757182576,0.855
