,predus_Recall,predus_Precsion,ispred_Precsion,ispred_Recall,dockpred_Precsion,dockpred_Recall,logreg_Precsion,logreg_Recall,rfscore_Precsion,rfscore_Recall
,ispred_Recall,ispred_Precsion,,,,,,,,
,dockpred_Recall,dockpred_Precsion,,,,,,,,
,logreg_Recall,logreg_Precsion,,,,,,,,
,rfscore_Recall,rfscore_Precsion,,,,,,,,
0,1.0,0.05915178571428571,0.05915178571428571,1.0,0.05915178571428571,1.0,0.05915178571428571,1.0,0.05915178571428571,1.0
1,0.7358490566037735,0.2484076433121019,0.08761904761904762,0.8679245283018868,0.11674008810572688,1.0,0.19245283018867926,0.9622641509433962,0.2356020942408377,0.8490566037735849
2,0.7358490566037735,0.2532467532467532,0.11221945137157108,0.8490566037735849,0.1402116402116402,1.0,0.29239766081871343,0.9433962264150944,0.24581005586592178,0.8301886792452831
3,0.7358490566037735,0.2708333333333333,0.12893982808022922,0.8490566037735849,0.16109422492401215,1.0,0.34965034965034963,0.9433962264150944,0.25748502994011974,0.8113207547169812
4,0.6981132075471698,0.2846153846153846,0.14240506329113925,0.8490566037735849,0.17725752508361203,1.0,0.3769230769230769,0.9245283018867925,0.25157232704402516,0.7547169811320755
5,0.6792452830188679,0.3,0.15570934256055363,0.8490566037735849,0.19557195571955718,1.0,0.4016393442622951,0.9245283018867925,0.2597402597402597,0.7547169811320755
6,0.6226415094339622,0.3142857142857143,0.16853932584269662,0.8490566037735849,0.20948616600790515,1.0,0.43243243243243246,0.9056603773584906,0.2631578947368421,0.7547169811320755
7,0.6226415094339622,0.3142857142857143,0.18,0.8490566037735849,0.2175732217573222,0.9811320754716981,0.45714285714285713,0.9056603773584906,0.2689655172413793,0.7358490566037735
8,0.5849056603773585,0.31958762886597936,0.1875,0.8490566037735849,0.22608695652173913,0.9811320754716981,0.4897959183673469,0.9056603773584906,0.2746478873239437,0.7358490566037735
9,0.5849056603773585,0.36904761904761907,0.19911504424778761,0.8490566037735849,0.23318385650224216,0.9811320754716981,0.4895833333333333,0.8867924528301887,0.2746478873239437,0.7358490566037735
10,0.5849056603773585,0.3780487804878049,0.20642201834862386,0.8490566037735849,0.24528301886792453,0.9811320754716981,0.5,0.8679245283018868,0.29545454545454547,0.7358490566037735
11,0.5849056603773585,0.3875,0.21428571428571427,0.8490566037735849,0.2639593908629442,0.9811320754716981,0.5111111111111111,0.8679245283018868,0.30708661417322836,0.7358490566037735
12,0.5660377358490566,0.40540540540540543,0.22277227722772278,0.8490566037735849,0.26881720430107525,0.9433962264150944,0.5168539325842697,0.8679245283018868,0.3089430894308943,0.7169811320754716
