,predus_Recall,predus_Precsion,predus_AUC,ispred_Recall,ispred_Precsion,dockpred_Recall,dockpred_Precsion,rfscore_Recall,rfscore_Precsion,logreg_Recall,logreg_Precsion
,ispred_Recall,ispred_Precsion,ispred_AUC,,,,,,,,
,dockpred_Recall,dockpred_Precsion,dockpred_AUC,,,,,,,,
,rfscore_Recall,rfscore_Precsion,rfscore_AUC,,,,,,,,
,logreg_Recall,logreg_Precsion,logreg_AUC,,,,,,,,
0,1.0,0.07212205270457697,,1.0,0.07212205270457697,1.0,0.07212205270457697,1.0,0.07212205270457697,1.0,0.07212205270457697
1,0.5023169601482854,0.20864209411991147,,0.8804448563484708,0.10950377499855916,0.9151992585727525,0.10967043340644696,0.9749768303985171,0.10367851775198955,1.0,0.07212205270457697
2,0.49721964782205746,0.21432138220313593,,0.8507877664504171,0.13356127014149055,0.881371640407785,0.12407449688509084,0.9413809082483782,0.13452306062311692,1.0,0.07212205270457697
3,0.49304911955514363,0.22278056951423786,,0.8188137164040779,0.1500318403735937,0.8521779425393883,0.13625250055567903,0.91241890639481,0.1596594364484087,0.8873957367933272,0.17141066953097028
4,0.48632993512511585,0.2355780022446689,,0.7935588507877664,0.16148804752699325,0.82483781278962,0.14715000206671353,0.8746524559777572,0.18013074390418476,0.8259962928637627,0.21007660577489687
5,0.48123262279888784,0.2427536231884058,,0.7768767377201112,0.17085350318471337,0.7995829471733086,0.15637319316688567,0.8412882298424467,0.2030987806242309,0.7854494902687674,0.2371126809820242
6,0.47405004633920295,0.2559099437148218,,0.7622798887859129,0.17839713696995987,0.7757182576459685,0.16554588607594936,0.8111677479147359,0.22399232245681383,0.7481464318813716,0.25622916997302014
7,0.4677942539388322,0.2629933567799922,,0.7544022242817423,0.1858341418868786,0.7564874884151993,0.17460826782180866,0.7873030583873958,0.2450421864859018,0.7224281742354032,0.271602787456446
8,0.456209453197405,0.27028140013726837,,0.7444392956441149,0.19202725316758307,0.7344763670064874,0.18152665635915938,0.7680722891566265,0.25647969052224373,0.7013438368860055,0.28527000282725473
9,0.4462465245597776,0.2804309842748981,,0.736793327154773,0.1984523215177234,0.7126969416126042,0.18875797741777123,0.7502316960148285,0.2715987250461332,0.6786376274328082,0.2952025801249748
10,0.4427710843373494,0.28501118568232664,,0.731696014828545,0.20428229510317614,0.6941612604263206,0.19584259380311153,0.7284522706209453,0.2855067199418816,0.6626506024096386,0.307163569971002
11,0.43628359592215016,0.28682406702208685,,0.7215013901760889,0.20850351523267494,0.6744670991658943,0.20256071254609978,0.7129286376274329,0.2959222927486055,0.6496756255792401,0.3179859378543887
12,0.4256255792400371,0.29557522123893804,,0.7150139017608897,0.21291568925072443,0.657321594068582,0.2090641120117907,0.6967099165894347,0.30583807973962573,0.6357738646895273,0.32550415183867143
13,0.4170528266913809,0.3076923076923077,,0.709221501390176,0.21695371748529307,0.6408711770157554,0.21565569936067364,0.683271547729379,0.31405750798722043,0.6227988878591288,0.33478639930252835
14,0.40593141797961074,0.31364124597207305,,0.703660797034291,0.22043986354068376,0.621177015755329,0.22060396609890562,0.6677479147358666,0.3215441258507196,0.6088971269694161,0.3423658155289213
15,0.40013901760889714,0.31647425325270295,,0.6974050046339203,0.2243924258237662,0.6061167747914736,0.22712276436881404,0.6519925857275255,0.32759022118742726,0.5936051899907322,0.3501435014350143
16,0.39457831325301207,0.3174869500372856,,0.6927710843373494,0.22833142420771288,0.5912882298424467,0.2323167956304051,0.6369323447636701,0.33450961304453636,0.5778498609823911,0.35623482359662906
17,0.3862372567191844,0.3202074529389166,,0.6867469879518072,0.2313456134873556,0.5783132530120482,0.23830437273248042,0.623725671918443,0.34127789046653145,0.5651065801668211,0.3649558581475385
18,0.3697868396663577,0.32138542086186067,,0.6818813716404077,0.23467028147675623,0.5625579240037072,0.24284856971394278,0.6098239110287303,0.34884029158383034,0.5507414272474513,0.3742717682254763
19,0.35472659870250234,0.32374709240854305,,0.677710843373494,0.23751522533495736,0.5484244670991659,0.2468968394701158,0.5936051899907322,0.35538909696213067,0.5352177942539388,0.3813769192669638
20,0.34291010194624655,0.33094812164579607,,0.6723818350324374,0.24005294068988337,0.5301204819277109,0.2497543936251501,0.577386468952734,0.3627893434269908,0.5187673772011121,0.38925591098748263
21,0.33804448563484707,0.3331050228310502,,0.6672845227062094,0.24305848594818127,0.5143651529193698,0.2531934306569343,0.5623262279888785,0.3691254752851711,0.49930491195551435,0.3987786824574389
22,0.32854494902687675,0.3428433268858801,,0.6612604263206673,0.24502060439560439,0.5,0.2570577724836212,0.5470342910101946,0.376555023923445,0.4784522706209453,0.4094784850287527
23,0.32391102873030586,0.343996062992126,,0.657321594068582,0.24846733228236118,0.48725671918443003,0.2619255199900361,0.5284986098239111,0.38271812080536916,0.46014828544949027,0.41828138163437234
24,0.3227525486561631,0.34540044631787753,,0.6519925857275255,0.2506904231625835,0.47451343836886006,0.26569797612869744,0.5064874884151993,0.3883460650204299,0.44346617238183506,0.42723214285714284
25,0.3107043558850788,0.3464221131490571,,0.647126969416126,0.25308082638637186,0.461306765523633,0.26989291039718044,0.4891102873030584,0.3989040060468632,0.4279425393883225,0.43551049280829995
26,0.301436515291937,0.34674840085287845,,0.6434198331788693,0.2554502805629657,0.4474050046339203,0.27227862380146645,0.4705746061167748,0.4036168521462639,0.4112604263206673,0.44275380394113245
27,0.2942539388322521,0.34576640348488974,,0.6385542168674698,0.2580765989324843,0.4318813716404078,0.27472365512159175,0.45389249304911955,0.41103650860260177,0.39620018535681184,0.44858342077649527
28,0.2824374420759963,0.34858450100085786,,0.6360055607043559,0.26093155893536124,0.42168674698795183,0.2790982978070848,0.44045412418906393,0.4175269053371403,0.3825301204819277,0.45482093663911843
29,0.2567191844300278,0.3544465770953295,,0.633920296570899,0.26383799421407905,0.41334569045412417,0.2840764331210191,0.42539388322520855,0.42588726513569936,0.3681649675625579,0.4601795540110049
30,0.25393883225208524,0.35746901500326156,,0.6285912882298424,0.26571988246816847,0.4052363299351251,0.28889990089197226,0.41195551436515293,0.4382548681291595,0.3551899907321594,0.46496815286624205
31,0.2458294717330862,0.3580830239622005,,0.6253475440222428,0.26794400873622554,0.3943466172381835,0.2921386886371438,0.4010658016682113,0.4478654592496766,0.3410565338276182,0.4684914067472947
32,0.24073215940685821,0.36013864818024266,,0.6221037998146431,0.2704744635841644,0.38067655236329934,0.29360257326661904,0.3850787766450417,0.4548440065681445,0.32808155699721964,0.46996349153667444
33,0.23679332715477294,0.36722960833632773,,0.6193234476367007,0.2735366352844863,0.37187210379981467,0.2975528364849833,0.3753475440222428,0.4624607479303454,0.31510658016682114,0.4702627939142462
34,0.23517145505097312,0.3668232743043007,,0.6167747914735866,0.2762270416104597,0.36051899907321594,0.29923076923076924,0.366079703429101,0.4726293748130422,0.3042168674698795,0.4729827089337176
35,0.2314643188137164,0.36782032400589104,,0.6132993512511585,0.27839713925115694,0.35032437442076,0.3010153294843719,0.35495829471733087,0.4796493425172198,0.2933271547729379,0.4754036800600826
36,0.22822057460611678,0.3701615933859451,,0.6102873030583874,0.2806008309364014,0.3392029657089898,0.3043026397838287,0.3447636700648749,0.48484848484848486,0.2856811862835959,0.47883495145631066
37,0.22381835032437442,0.3712528823981553,,0.6077386468952733,0.28307791927476794,0.3287766450417053,0.30628102741204405,0.33202038924930494,0.48974709501025293,0.27687673772011123,0.48577235772357724
38,0.21478220574606116,0.37318840579710144,,0.6047265987025023,0.28515240904621436,0.3220574606116775,0.31137992831541217,0.3192771084337349,0.49657657657657656,0.26853568118628357,0.4896493451626531
39,0.21084337349397592,0.37340993024210095,,0.6024096385542169,0.28789724283025137,0.31371640407784984,0.31642907221313393,0.30792400370713624,0.5028376844494892,0.2632066728452271,0.4960698689956332
40,0.20481927710843373,0.3733108108108108,,0.5989341983317887,0.28973324366733916,0.30444856348470806,0.31924198250728864,0.2974976830398517,0.5079113924050633,0.25556070435588507,0.5027347310847766
41,0.19601482854494903,0.372851476421331,,0.5959221501390176,0.291609977324263,0.2954124189063948,0.3223767383059418,0.2859128822984245,0.5124584717607974,0.24860982391102873,0.5099809885931559
42,0.1897590361445783,0.37448559670781895,,0.5922150139017609,0.2936918304033092,0.2856811862835959,0.32636315510852304,0.27293790546802593,0.5164401578255151,0.24304911955514366,0.5159862272503689
43,0.17817423540315105,0.3812592959841348,,0.5885078776645042,0.2954175389625494,0.2773401297497683,0.3307543520309478,0.2597312326227989,0.5243217960710945,0.23540315106580167,0.5167853509664293
44,0.17191844300278036,0.38051282051282054,,0.5852641334569045,0.2977018267530937,0.2692307692307692,0.3336204421475739,0.24976830398517144,0.5365853658536586,0.23007414272474513,0.5201676270298585
45,0.1696014828544949,0.38344683080146674,,0.5834105653382762,0.300226541075474,0.26367006487488415,0.3397014925373134,0.23934198331788692,0.5456946645536186,0.22289156626506024,0.525395958492627
46,0.16172381835032437,0.3984018264840183,,0.5790083410565339,0.3016294508147254,0.255097312326228,0.3413953488372093,0.2293790546802595,0.5546218487394958,0.21524559777571825,0.5281409891984082
47,0.15013901760889714,0.40373831775700936,,0.5762279888785913,0.30436911026802105,0.2453660797034291,0.3412826297131808,0.21617238183503243,0.5566825775656324,0.20759962928637626,0.5320665083135392
48,0.1464318813716404,0.4046094750320102,,0.5739110287303059,0.3061047948591201,0.2391102873030584,0.34700739744451914,0.2004170528266914,0.5544871794871795,0.2004170528266914,0.5323076923076923
49,0.14573679332715478,0.4071197411003236,,0.5715940685820204,0.3089929859719439,0.2319277108433735,0.35049019607843135,0.18836886005560705,0.5560875512995896,0.19416126042632068,0.5351213282247765
50,0.14295644114921224,0.4083388484447386,,0.5678869323447636,0.3106463878326996,0.22451343836886006,0.3528769118718135,0.17794253938832252,0.5577342047930284,0.18744207599629287,0.5414993306559571
51,0.13948100092678406,0.4075829383886256,,0.5639481000926784,0.31225144323284154,0.2205746061167748,0.3570892723180795,0.164967562557924,0.5571205007824727,0.18257645968489342,0.544574982722875
52,0.13855421686746988,0.4101508916323731,,0.5609360518999074,0.3144155844155844,0.2129286376274328,0.3599686643164904,0.15407784986098239,0.563082133784928,0.1758572752548656,0.5448671931083992
53,0.13322520852641334,0.4083806818181818,,0.556997219647822,0.3164407002764249,0.20806302131603335,0.36489232019504264,0.14341983317886933,0.5678899082568807,0.1716867469879518,0.5509293680297398
54,0.12928637627432807,0.40819312362838334,,0.5542168674698795,0.3187208527648234,0.20273401297497684,0.36826599326599324,0.13646895273401297,0.5751953125,0.16357738646895273,0.5532915360501567
55,0.1274328081556997,0.40922619047619047,,0.5509731232622799,0.3209176788124157,0.19717330861909174,0.37259194395796846,0.12766450417052827,0.5806111696522656,0.15685820203892492,0.5567434210526315
56,0.126274328081557,0.41132075471698115,,0.5479610750695088,0.3229991805517618,0.19138090824837814,0.37545454545454543,0.11886005560704356,0.588302752293578,0.15060240963855423,0.5588993981083406
57,0.11793327154772938,0.4023715415019763,,0.5447173308619092,0.325038020185262,0.18582020389249304,0.3795551348793185,0.10866543095458758,0.58625,0.1448100092678406,0.5645889792231256
58,0.11422613531047265,0.39983779399837793,,0.541241890639481,0.32721669701638884,0.17863762743280814,0.37886977886977885,0.10032437442075996,0.5931506849315068,0.13855421686746988,0.5684410646387833
59,0.11283595922150139,0.39983579638752054,,0.5375347544022243,0.3294518602669696,0.17238183503243745,0.3780487804878049,0.0938368860055607,0.5982274741506647,0.133920296570899,0.5728444003964321
60,0.1082020389249305,0.40857392825896766,,0.5342910101946247,0.33122665900603276,0.16728452270620944,0.3812038014783527,0.08387395736793327,0.6043405676126878,0.1278962001853568,0.5738045738045738
61,0.10287303058387395,0.4047402005469462,,0.5291936978683967,0.33250837094191293,0.1607970342910102,0.38279095421952564,0.07367933271547729,0.5988700564971752,0.12465245597775718,0.5847826086956521
62,0.0963855421686747,0.4086444007858546,,0.525949953660797,0.3349564704146377,0.15477293790546803,0.3847926267281106,0.06487488415199258,0.5957446808510638,0.11862835959221502,0.579841449603624
63,0.09221501390176089,0.41243523316062175,,0.5236329935125116,0.33857677902621724,0.1494439295644115,0.38530465949820786,0.056997219647822055,0.5885167464114832,0.11190917516218721,0.579136690647482
64,0.09059314179796107,0.4150743099787686,,0.5208526413345691,0.34091598422808617,0.14411492122335495,0.38442521631644005,0.0505097312326228,0.592391304347826,0.10611677479147359,0.5812182741116751
65,0.08480074142724744,0.40939597315436244,,0.5157553290083411,0.3429363734401479,0.1417979610750695,0.39947780678851175,0.04448563484708063,0.5962732919254659,0.10009267840593142,0.5877551020408164
66,0.08341056533827618,0.4133180252583238,,0.5115848007414272,0.34462306851880753,0.13646895273401297,0.40314852840520193,0.037998146431881374,0.5857142857142857,0.0963855421686747,0.5925925925925926
67,0.07924003707136237,0.41254523522316044,,0.5074142724745134,0.3473433782712133,0.13276181649675625,0.41401734104046245,0.03313253012048193,0.572,0.0938368860055607,0.5973451327433629
68,0.0757645968489342,0.4197689345314506,,0.5037071362372567,0.3503061553335482,0.1278962001853568,0.42073170731707316,0.02896200185356812,0.5980861244019139,0.0896663577386469,0.6046875
69,0.07530120481927711,0.42428198433420367,,0.4988415199258573,0.35266175266175265,0.123725671918443,0.4282277465918204,0.022242817423540315,0.5680473372781065,0.08387395736793327,0.6003316749585407
70,0.07228915662650602,0.42448979591836733,,0.4939759036144578,0.35333112363274777,0.12001853568118628,0.43529411764705883,0.019462465245597776,0.5637583892617449,0.07808155699721965,0.5985790408525755
71,0.0669601482854495,0.43655589123867067,,0.49003707136237257,0.3549848942598187,0.11631139944392957,0.4415127528583993,0.014365152919369786,0.512396694214876,0.07530120481927711,0.6097560975609756
72,0.0664967562557924,0.4381679389312977,,0.4856348470806302,0.35737425404944584,0.11190917516218721,0.4455719557195572,0.011353104726598702,0.5212765957446809,0.0711306765523633,0.6177062374245473
73,0.06510658016682114,0.43837753510140404,,0.48053753475440225,0.35925861770310064,0.1077386468952734,0.4484088717454195,0.008572752548656163,0.578125,0.06672845227062095,0.631578947368421
74,0.06371640407784986,0.44141252006420545,,0.4749768303985171,0.36167960479887085,0.10356811862835959,0.4483450351053159,0.006487488415199258,0.5714285714285714,0.06348470806302131,0.6372093023255814
