,predus_FPR,predus_TPR,ispred_FPR,ispred_TPR,dockpred_FPR,dockpred_TPR,rfscore_FPR,rfscore_TPR,logreg_FPR,logreg_TPR
,ispred_FPR,ispred_TPR,,,,,,,,
,dockpred_FPR,dockpred_TPR,,,,,,,,
,rfscore_FPR,rfscore_TPR,,,,,,,,
,logreg_FPR,logreg_TPR,,,,,,,,
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.1480901183208169,0.5023169601482854,0.5565220523349002,0.8804448563484708,0.5775028364579394,0.9151992585727525,0.6551587515983215,0.9749768303985171,1.0,1.0
2,0.1416788229149783,0.49721964782205746,0.4289985052316891,0.8507877664504171,0.48363859023538097,0.881371640407785,0.47076197165342987,0.9413809082483782,1.0,1.0
3,0.133700722171196,0.49304911955514363,0.3605633295513894,0.8188137164040779,0.4199038305689124,0.8521779425393883,0.3732778648225188,0.91241890639481,0.3334233796171232,0.8873957367933272
4,0.12266104777855819,0.48632993512511585,0.3202766221838025,0.7935588507877664,0.37158499468726924,0.82483781278962,0.3094350496155024,0.8746524559777572,0.2414140868406361,0.8259962928637627
5,0.11668197453491094,0.48123262279888784,0.2930466259657464,0.7768767377201112,0.3352963423199525,0.7995829471733086,0.25657788103084983,0.8412882298424467,0.19642696345921803,0.7854494902687674
6,0.10713706845318494,0.47405004633920295,0.27287625839681595,0.7622798887859129,0.30392421704756245,0.7757182576459685,0.21843427521746178,0.8111677479147359,0.16880076359248652,0.7481464318813716
7,0.10189637473661461,0.4677942539388322,0.25690204765249336,0.7544022242817423,0.27795486880256454,0.7564874884151993,0.1885389089992256,0.7873030583873958,0.15059340501017524,0.7224281742354032
8,0.09573720892538765,0.456209453197405,0.2434671421110451,0.7444392956441149,0.25740630684171667,0.7344763670064874,0.1730689574441263,0.7680722891566265,0.13658220325247178,0.7013438368860055
9,0.08900174689790552,0.4462465245597776,0.2313108937994129,0.736793327154773,0.23808237434041096,0.7126969416126042,0.15639238568624272,0.7502316960148285,0.12593873250850937,0.6786376274328082
10,0.08633637689772543,0.4427710843373494,0.22153186737983324,0.731696014828545,0.2215498766365912,0.6941612604263206,0.14169683217173626,0.7284522706209453,0.11617771534568769,0.6626506024096386
11,0.0843193401408324,0.43628359592215016,0.21288742413600592,0.7215013901760889,0.20638608244637743,0.6744670991658943,0.1318457687251247,0.7129286376274329,0.10830767014245322,0.6496756255792401
12,0.07884452608640842,0.4256255792400371,0.2054496010949628,0.7150139017608897,0.19329335278333062,0.657321594068582,0.12291317737316981,0.6967099165894347,0.10240063392583788,0.6357738646895273
13,0.07293748986979308,0.4170528266913809,0.19896626866209233,0.709221501390176,0.1811731229852144,0.6408711770157554,0.11599762277810795,0.683271547729379,0.09618744034433699,0.6227988878591288
14,0.06904749041007077,0.40593141797961074,0.19341941758063644,0.703660797034291,0.17058368001152593,0.621177015755329,0.10951429034523745,0.6677479147358666,0.09091072811425073,0.6088971269694161
15,0.06717452770724153,0.40013901760889714,0.18736830730995732,0.6974050046339203,0.16031840365948097,0.6061167747914736,0.1040214670340555,0.6519925857275255,0.08563401588416446,0.5936051899907322
16,0.06593188899094134,0.39457831325301207,0.18198353953932322,0.6927710843373494,0.15187206223999136,0.5912882298424467,0.09849262520935761,0.6369323447636701,0.08116772020818701,0.5778498609823911
17,0.06373475966646856,0.3862372567191844,0.177355160552524,0.6867469879518072,0.14367785041511336,0.5783132530120482,0.09357609811443082,0.623725671918443,0.07643128568083996,0.5651065801668211
18,0.06069119527437103,0.3697868396663577,0.1728528463630306,0.6818813716404077,0.13633007365786015,0.5625579240037072,0.08847947845192429,0.6098239110287303,0.07156878635618708,0.5507414272474513
19,0.05759360311199957,0.35472659870250234,0.1691069209573721,0.677710843373494,0.13002683379256938,0.5484244670991659,0.08368901615430331,0.5936051899907322,0.06748068507212707,0.5352177942539388
20,0.05388369621985701,0.34291010194624655,0.16545104183550344,0.6723818350324374,0.12377762169755255,0.5301204819277109,0.07882651682965044,0.577386468952734,0.06326651899076124,0.5187673772011121
21,0.05260503899004088,0.33804448563484707,0.1615250238622652,0.6672845227062094,0.11792461325121112,0.5143651529193698,0.07470239703207449,0.5623262279888785,0.058512075206656224,0.49930491195551435
22,0.04894915986817224,0.32854494902687675,0.15837340392961982,0.6612604263206673,0.11232373439948133,0.5,0.0703981846669188,0.5470342910101946,0.053631566625245375,0.4784522706209453
23,0.04801267851675761,0.32391102873030586,0.15453743224017144,0.657321594068582,0.10672285554775154,0.48725671918443003,0.06625605561258487,0.5284986098239111,0.04974156716552308,0.46014828544949027
24,0.0475444378410503,0.3227525486561631,0.15147585859131593,0.6519925857275255,0.10193239325013057,0.47451343836886006,0.0620058710177031,0.5064874884151993,0.046211752840960255,0.44346617238183506
25,0.0455634195976732,0.3107043558850788,0.14845030345597637,0.647126969416126,0.0969978568984458,0.461306765523633,0.057287445747114016,0.4891102873030584,0.043114160678588795,0.4279425393883225
26,0.04414068831379329,0.301436515291937,0.1457669241990383,0.6434198331788693,0.09294577412790174,0.4474050046339203,0.05404577953067877,0.4705746061167748,0.04023267959731302,0.4112604263206673
