residue,prediction value
1_1ACB.E,0.062298799936811804
2_1ACB.E,0.02900520504688164
3_1ACB.E,0.04708607838917225
4_1ACB.E,0.02900520504688164
5_1ACB.E,0.044499437827011136
6_1ACB.E,0.045775367215833654
7_1ACB.E,0.03647401378032816
8_1ACB.E,0.03444926441119222
9_1ACB.E,0.030720161144790304
10_1ACB.E,0.02900520504688164
11_1ACB.E,0.030720161144790304
12_1ACB.E,0.03347795952847805
13_1ACB.E,0.06584877055021136
16_1ACB.E,0.02900520504688164
17_1ACB.E,0.030992905612366287
18_1ACB.E,0.03347795952847805
19_1ACB.E,0.049815235083662916
20_1ACB.E,0.031614070439394744
21_1ACB.E,0.030720161144790304
22_1ACB.E,0.02900520504688164
23_1ACB.E,0.031614070439394744
24_1ACB.E,0.02985074860613311
25_1ACB.E,0.035447716475756216
26_1ACB.E,0.02900520504688164
27_1ACB.E,0.02900520504688164
28_1ACB.E,0.02900520504688164
29_1ACB.E,0.02900520504688164
30_1ACB.E,0.02900520504688164
31_1ACB.E,0.02900520504688164
32_1ACB.E,0.02900520504688164
33_1ACB.E,0.02900520504688164
34_1ACB.E,0.02900520504688164
35_1ACB.E,0.07152740641199345
36_1ACB.E,0.16988129909932562
37_1ACB.E,0.25290656680721296
38_1ACB.E,0.09640733571510941
39_1ACB.E,0.3521784371740462
40_1ACB.E,0.03645250429181604
41_1ACB.E,0.4106670610042228
42_1ACB.E,0.02900520504688164
43_1ACB.E,0.02900520504688164
44_1ACB.E,0.02900520504688164
45_1ACB.E,0.02900520504688164
46_1ACB.E,0.02900520504688164
47_1ACB.E,0.02900520504688164
48_1ACB.E,0.04708607838917225
49_1ACB.E,0.05892813887415073
50_1ACB.E,0.03972717403934127
51_1ACB.E,0.02900520504688164
52_1ACB.E,0.02900520504688164
53_1ACB.E,0.02900520504688164
54_1ACB.E,0.02900520504688164
55_1ACB.E,0.02900520504688164
56_1ACB.E,0.02900520504688164
57_1ACB.E,0.3454538302314958
58_1ACB.E,0.02900520504688164
59_1ACB.E,0.23119189155249734
60_1ACB.E,0.02900520504688164
61_1ACB.E,0.03972717403934127
62_1ACB.E,0.03444926441119222
63_1ACB.E,0.030720161144790304
64_1ACB.E,0.02900520504688164
65_1ACB.E,0.02900520504688164
66_1ACB.E,0.02900520504688164
67_1ACB.E,0.02900520504688164
