residue,predus,ispred,dockpred,annotated,rfscore,logreg
1_1ACB.E,0.000000,0.270000,0.063750,0,0.047920,0.003525
2_1ACB.E,0.000000,0.000000,0.017640,0,0.023355,0.002182
3_1ACB.E,0.000000,0.170000,0.055720,0,0.045298,0.003208
4_1ACB.E,0.000000,0.000000,0.034690,0,0.028697,0.002553
5_1ACB.E,0.000000,0.150000,0.040910,0,0.041080,0.002788
6_1ACB.E,0.000000,0.160000,0.020980,0,0.022889,0.002326
7_1ACB.E,0.000000,0.080000,0.044850,0,0.023042,0.002849
8_1ACB.E,0.000000,0.060000,0.020980,0,0.016173,0.002279
9_1ACB.E,0.000000,0.020000,0.024470,0,0.010131,0.002334
10_1ACB.E,0.000000,0.000000,0.023930,0,0.016872,0.002312
11_1ACB.E,0.000000,0.020000,0.031950,0,0.015405,0.002500
12_1ACB.E,0.000000,0.050000,0.032060,0,0.017527,0.002518
13_1ACB.E,0.000000,0.290000,0.036820,0,0.047017,0.002764
16_1ACB.E,0.000000,0.000000,0.000160,0,0.004166,0.001858
17_1ACB.E,0.035000,0.000000,0.011470,0,0.007285,0.003216
18_1ACB.E,0.000000,0.050000,0.029550,0,0.017819,0.002460
19_1ACB.E,0.000000,0.190000,0.006010,0,0.025550,0.002040
20_1ACB.E,0.000000,0.030000,0.011030,0,0.012166,0.002067
21_1ACB.E,0.000000,0.020000,0.009940,0,0.010250,0.002042
22_1ACB.E,0.000000,0.000000,0.004420,0,0.006049,0.001933
23_1ACB.E,0.000000,0.030000,0.015290,0,0.012238,0.002149
24_1ACB.E,0.000000,0.010000,0.012070,0,0.008877,0.002078
25_1ACB.E,0.000000,0.070000,0.002510,0,0.010977,0.001927
26_1ACB.E,0.000000,0.000000,0.000660,0,0.004204,0.001867
27_1ACB.E,0.000000,0.000000,0.000820,0,0.004173,0.001870
28_1ACB.E,0.000000,0.000000,0.004640,0,0.006049,0.001937
29_1ACB.E,0.000000,0.000000,0.002620,0,0.005007,0.001901
30_1ACB.E,0.000000,0.000000,0.000000,0,0.004469,0.001856
31_1ACB.E,0.000000,0.000000,0.000000,0,0.004469,0.001856
32_1ACB.E,0.000000,0.000000,0.002620,0,0.005007,0.001901
33_1ACB.E,0.000000,0.000000,0.009180,0,0.014012,0.002019
34_1ACB.E,0.000000,0.000000,0.061450,0,0.038544,0.003264
35_1ACB.E,0.000000,0.320000,0.639320,0,0.202127,0.418323
36_1ACB.E,0.000000,0.650000,0.174300,0,0.111966,0.010491
37_1ACB.E,0.000000,0.820000,0.516520,0,0.366534,0.204609
38_1ACB.E,0.000000,0.430000,0.138910,0,0.080158,0.007257
39_1ACB.E,0.000000,0.980000,1.000000,1,0.568305,0.958152
40_1ACB.E,0.121000,0.000000,0.404380,0,0.108066,0.264951
41_1ACB.E,0.112000,0.990000,0.859020,1,0.560567,0.963028
42_1ACB.E,0.000000,0.000000,0.388980,0,0.095987,0.062797
43_1ACB.E,0.000000,0.000000,0.003440,0,0.006339,0.001915
44_1ACB.E,0.000000,0.000000,0.000000,0,0.004469,0.001856
45_1ACB.E,0.000000,0.000000,0.000000,0,0.004469,0.001856
46_1ACB.E,0.000000,0.000000,0.001150,0,0.004173,0.001875
47_1ACB.E,0.000000,0.000000,0.033870,0,0.028697,0.002534
48_1ACB.E,0.000000,0.170000,0.043260,0,0.041290,0.002861
49_1ACB.E,0.000000,0.250000,0.053700,0,0.044590,0.003201
50_1ACB.E,0.000000,0.110000,0.020980,0,0.022057,0.002302
51_1ACB.E,0.000000,0.000000,0.017480,0,0.020587,0.002179
52_1ACB.E,0.000000,0.000000,0.000000,0,0.004469,0.001856
53_1ACB.E,0.000000,0.000000,0.000000,0,0.004469,0.001856
54_1ACB.E,0.000000,0.000000,0.000550,0,0.004204,0.001865
55_1ACB.E,0.000000,0.000000,0.006830,0,0.010215,0.001976
56_1ACB.E,0.000000,0.000000,0.102800,0,0.054751,0.004771
57_1ACB.E,0.000000,0.970000,0.670400,1,0.520856,0.522846
58_1ACB.E,0.000000,0.000000,0.583710,1,0.107108,0.287317
59_1ACB.E,0.000000,0.780000,0.488340,0,0.319165,0.164418
60_1ACB.E,0.000000,0.000000,0.137220,0,0.047606,0.006541
