T1	T2	T3	T4	T5
0.0	0.06	0.0	0.026	0.051
0.0	0.01	0.0	0.003	0.047
0.0	0.0	0.001	0.002	0.046
0.0	0.01	0.998	0.01	0.072
0.0	0.01	0.001	0.003	0.047
0.0	0.0	0.001	0.002	0.046
0.0	0.02	0.001	0.013	0.047
0.0	0.01	0.0	0.003	0.047
0.0	0.0	0.0	0.002	0.046
0.173	0.0	0.0	0.001	0.046
0.285	0.01	0.001	0.057	0.047
0.377	0.0	0.004	0.006	0.047
0.0	0.0	0.002	0.017	0.046
0.0	0.0	0.021	0.125	0.046
1.0	0.09	0.059	0.003	0.059
0.285	0.73	0.09	0.12	0.166
0.173	0.1	0.041	0.051	0.056
0.173	0.0	0.022	0.01	0.047
0.0	0.0	0.063	0.022	0.047
0.0	0.0	0.009	0.215	0.046
0.0	0.03	0.064	0.115	0.05
0.0	0.0	0.001	0.002	0.046
0.173	0.02	0.075	0.034	0.05
0.0	0.04	0.028	0.049	0.05
0.173	0.05	0.021	0.046	0.051
0.0	0.02	0.023	0.024	0.048
0.0	0.01	0.012	0.007	0.047
0.0	0.01	0.018	0.007	0.047
0.0	0.0	0.0	0.002	0.046
0.0	0.0	0.013	0.015	0.046
0.0	0.0	0.998	0.04	0.071
0.0	0.0	0.998	0.04	0.071
0.0	0.02	0.998	0.027	0.073
0.0	0.01	0.002	0.017	0.047
0.0	0.01	0.002	0.017	0.047
0.0	0.0	0.001	0.002	0.046
0.0	0.0	0.0	0.002	0.046
0.173	0.0	0.004	0.012	0.046
0.285	0.0	0.027	0.256	0.047
0.255	0.01	0.102	0.008	0.05
0.285	0.0	0.048	0.306	0.048
0.173	0.01	0.015	0.005	0.047
0.173	0.01	0.006	0.038	0.047
0.173	0.01	0.006	0.01	0.047
0.173	0.01	0.06	0.014	0.048
0.255	0.07	0.219	0.063	0.058
0.255	0.0	0.004	0.009	0.047
0.285	0.02	0.074	0.008	0.05
0.255	0.03	0.057	0.052	0.05
0.255	0.0	0.01	0.005	0.047
0.255	0.1	0.015	0.024	0.056
0.173	0.04	0.099	0.05	0.052
0.173	0.04	0.003	0.122	0.05
0.173	0.23	0.074	0.074	0.072
0.285	0.06	0.129	0.031	0.055
0.255	0.05	0.636	0.118	0.067
0.255	0.44	0.521	0.242	0.124
0.0	0.0	0.015	0.015	0.046
0.255	0.0	0.008	0.009	0.047
0.0	0.0	0.0	0.002	0.046
0.0	0.0	0.002	0.181	0.046
0.0	0.03	0.002	0.517	0.048
0.0	0.03	0.018	0.048	0.049
0.0	0.01	0.033	0.007	0.047
0.0	0.01	0.008	0.012	0.047
0.0	0.0	0.005	0.019	0.046
0.0	0.01	0.005	0.095	0.047
0.0	0.02	0.051	0.087	0.048
0.0	0.01	0.009	0.011	0.047
0.0	0.03	0.017	0.048	0.049
0.0	0.18	0.016	0.062	0.063
0.0	0.87	0.073	0.181	0.2
0.0	0.0	0.015	0.015	0.046
0.0	0.0	0.035	0.035	0.046
0.173	0.96	0.274	0.089	0.248
0.0	0.0	0.011	0.015	0.046
0.173	0.0	0.02	0.009	0.047
0.0	0.22	0.998	0.07	0.103
0.0	0.04	0.998	0.123	0.076
0.0	0.01	0.001	0.003	0.047
0.0	0.0	0.0	0.002	0.046
0.0	0.0	0.001	0.002	0.046
0.0	0.0	0.001	0.002	0.046
0.173	0.01	0.141	0.013	0.05
0.173	0.01	0.169	0.013	0.051
0.173	0.01	0.361	0.023	0.055
0.0	0.01	0.074	0.04	0.048
0.0	0.01	0.349	0.025	0.054
0.0	0.01	0.429	0.025	0.056
0.0	0.0	0.006	0.019	0.046
0.0	0.04	0.098	0.119	0.051
0.0	0.0	0.008	0.022	0.046
0.0	0.83	0.105	0.118	0.191
0.0	0.0	0.004	0.019	0.046
0.0	0.09	0.249	0.107	0.06
0.0	0.0	0.002	0.017	0.046
0.0	0.05	0.005	0.647	0.05
0.0	0.03	0.055	0.122	0.049
0.0	0.02	0.134	0.475	0.05
0.0	0.01	0.312	0.025	0.053
0.0	0.01	0.124	0.027	0.049
0.0	0.0	0.032	0.015	0.046
0.0	0.01	0.404	0.025	0.056
0.0	0.0	0.029	0.015	0.046
0.0	0.01	0.167	0.025	0.05
0.0	0.0	0.028	0.015	0.046
0.0	0.02	0.045	0.074	0.048
0.0	0.01	0.037	0.007	0.047
0.0	0.04	0.28	0.113	0.056
0.0	0.02	0.027	0.024	0.048
0.0	0.41	0.003	0.178	0.093
0.0	0.0	0.0	0.002	0.046
0.0	0.0	0.001	0.002	0.046
0.0	0.04	0.001	0.028	0.049
0.0	0.0	0.0	0.002	0.046
0.0	0.0	0.001	0.031	0.046
0.0	0.0	0.005	0.019	0.046
0.0	0.04	0.009	0.133	0.049
0.0	0.02	0.002	0.045	0.047
0.0	0.01	0.007	0.011	0.047
0.0	0.0	0.004	0.019	0.046
0.0	0.01	0.008	0.012	0.047
0.0	0.03	0.002	0.517	0.048
0.0	0.01	0.022	0.007	0.047
0.0	0.0	0.0	0.002	0.046
0.0	0.01	0.03	0.007	0.047
0.0	0.0	0.013	0.015	0.046
0.0	0.01	0.001	0.003	0.047
0.0	0.01	0.002	0.017	0.047
0.0	0.0	0.0	0.002	0.046
0.0	0.01	0.032	0.007	0.047
0.0	0.02	0.016	0.024	0.048
0.0	0.01	0.011	0.007	0.047
0.0	0.01	0.01	0.007	0.047
0.0	0.01	0.038	0.007	0.047
0.0	0.01	0.002	0.017	0.047
0.0	0.01	0.004	0.103	0.047
0.0	0.01	0.002	0.056	0.047
0.0	0.01	0.002	0.056	0.047
0.0	0.01	0.002	0.056	0.047
0.0	0.01	0.001	0.003	0.047
0.0	0.0	0.0	0.002	0.046
0.0	0.01	0.002	0.017	0.047
0.0	0.0	0.0	0.002	0.046
0.0	0.01	0.001	0.003	0.047
0.0	0.02	0.001	0.013	0.047
0.0	0.01	0.0	0.003	0.047
0.0	0.01	0.005	0.095	0.047
0.0	0.01	0.003	0.022	0.047
0.0	0.01	0.0	0.003	0.047
0.0	0.0	0.0	0.002	0.046
0.0	0.01	0.001	0.003	0.047
